system:time_start,O3_column_number_density
"Sep 8, 2018",
"Sep 8, 2018",
"Sep 26, 2018",
"Sep 26, 2018",
"Sep 26, 2018",
"Sep 26, 2018",
"Sep 26, 2018",
"Sep 26, 2018",
"Sep 26, 2018",
"Sep 26, 2018",
"Sep 27, 2018",
"Sep 27, 2018",
"Sep 27, 2018",
"Sep 27, 2018",
"Sep 27, 2018",0.12
"Sep 27, 2018",
"Sep 27, 2018",
"Sep 27, 2018",
"Sep 27, 2018",
"Sep 27, 2018",
"Sep 27, 2018",
"Sep 28, 2018",
"Sep 28, 2018",
"Sep 28, 2018",
"Sep 28, 2018",
"Sep 28, 2018",
"Sep 28, 2018",
"Sep 28, 2018",
"Sep 28, 2018",
"Sep 28, 2018",
"Sep 28, 2018",
"Sep 28, 2018",
"Sep 28, 2018",
"Sep 28, 2018",
"Sep 29, 2018",
"Sep 29, 2018",
"Sep 29, 2018",
"Sep 29, 2018",
"Sep 29, 2018",
"Sep 29, 2018",0.121
"Sep 29, 2018",
"Sep 29, 2018",
"Sep 29, 2018",
"Sep 29, 2018",
"Sep 29, 2018",
"Sep 29, 2018",
"Sep 29, 2018",
"Sep 29, 2018",
"Sep 30, 2018",
"Sep 30, 2018",
"Sep 30, 2018",
"Sep 30, 2018",
"Sep 30, 2018",
"Sep 30, 2018",0.122
"Sep 30, 2018",
"Sep 30, 2018",
"Sep 30, 2018",
"Sep 30, 2018",
"Sep 30, 2018",
"Sep 30, 2018",
"Sep 30, 2018",
"Oct 1, 2018",
"Oct 1, 2018",
"Oct 1, 2018",
"Oct 1, 2018",
"Oct 1, 2018",
"Oct 1, 2018",
"Oct 1, 2018",
"Oct 1, 2018",
"Oct 1, 2018",
"Oct 1, 2018",
"Oct 1, 2018",
"Oct 2, 2018",
"Oct 2, 2018",
"Oct 2, 2018",
"Oct 2, 2018",
"Oct 2, 2018",
"Oct 2, 2018",0.123
"Oct 2, 2018",
"Oct 2, 2018",
"Oct 2, 2018",
"Oct 2, 2018",
"Oct 2, 2018",
"Oct 2, 2018",
"Oct 2, 2018",
"Oct 3, 2018",
"Oct 3, 2018",
"Oct 3, 2018",
"Oct 3, 2018",
"Oct 3, 2018",
"Oct 3, 2018",
"Oct 3, 2018",
"Oct 3, 2018",
